TCGA-A5-A0G3	2
TCGA-A5-A0G5	2
TCGA-A5-A0G9	1
TCGA-A5-A0GA	1
TCGA-A5-A0GB	1
TCGA-A5-A0GD	2
TCGA-A5-A0GE	0
TCGA-A5-A0GH	1
TCGA-A5-A0GI	0
TCGA-A5-A0GJ	2
TCGA-A5-A0GM	0
TCGA-A5-A0GN	0
TCGA-A5-A0GP	1
TCGA-A5-A0GQ	0
TCGA-A5-A0GU	0
TCGA-A5-A0GV	0
TCGA-A5-A0GW	1
TCGA-A5-A0GX	0
TCGA-A5-A0R6	2
TCGA-A5-A0R7	0
TCGA-A5-A0R8	0
TCGA-A5-A0R9	0
TCGA-A5-A0RA	0
TCGA-A5-A0VO	0
TCGA-A5-A0VP	1
TCGA-A5-A0VQ	0
TCGA-AJ-A23M	2
TCGA-AP-A051	1
TCGA-AP-A052	2
TCGA-AP-A053	2
TCGA-AP-A054	1
TCGA-AP-A056	1
TCGA-AP-A059	1
TCGA-AP-A05A	2
TCGA-AP-A05D	2
TCGA-AP-A05H	2
TCGA-AP-A05J	2
TCGA-AP-A05N	1
TCGA-AP-A05P	0
TCGA-AP-A0L8	2
TCGA-AP-A0L9	2
TCGA-AP-A0LD	1
TCGA-AP-A0LE	1
TCGA-AP-A0LF	2
TCGA-AP-A0LG	1
TCGA-AP-A0LH	1
TCGA-AP-A0LI	2
TCGA-AP-A0LJ	0
TCGA-AP-A0LL	0
TCGA-AP-A0LM	1
TCGA-AP-A0LN	0
TCGA-AP-A0LO	2
TCGA-AP-A0LP	0
TCGA-AP-A0LQ	0
TCGA-AP-A0LT	1
TCGA-AP-A0LV	0
TCGA-AP-A1DQ	2
TCGA-AX-A05S	1
TCGA-AX-A05T	0
TCGA-AX-A05U	0
TCGA-AX-A05W	0
TCGA-AX-A05Y	0
TCGA-AX-A05Z	1
TCGA-AX-A060	1
TCGA-AX-A062	0
TCGA-AX-A063	1
TCGA-AX-A064	0
TCGA-AX-A06B	2
TCGA-AX-A06H	1
TCGA-AX-A06L	0
TCGA-AX-A0IS	0
TCGA-AX-A0IU	0
TCGA-AX-A0IW	2
TCGA-AX-A0J0	1
TCGA-AX-A0J1	1
TCGA-AX-A1C7	2
TCGA-AX-A1C8	2
TCGA-AX-A1CP	2
TCGA-AX-A2H5	2
TCGA-AX-A2HF	2
TCGA-B5-A0JN	1
TCGA-B5-A0JR	1
TCGA-B5-A0JS	0
TCGA-B5-A0JT	0
TCGA-B5-A0JV	1
TCGA-B5-A0JY	1
TCGA-B5-A0JZ	1
TCGA-B5-A0K0	0
TCGA-B5-A0K1	0
TCGA-B5-A0K2	1
TCGA-B5-A0K3	2
TCGA-B5-A0K4	0
TCGA-B5-A0K6	1
TCGA-B5-A0K7	0
TCGA-B5-A0K8	2
TCGA-B5-A0K9	1
TCGA-B5-A11E	1
TCGA-B5-A11F	0
TCGA-B5-A11G	1
TCGA-B5-A11H	1
TCGA-B5-A11I	2
TCGA-B5-A11J	2
TCGA-B5-A11M	0
TCGA-B5-A11N	1
TCGA-B5-A11O	1
TCGA-B5-A11Q	2
TCGA-B5-A11R	1
TCGA-B5-A11S	0
TCGA-B5-A11U	1
TCGA-B5-A11V	0
TCGA-B5-A11W	0
TCGA-B5-A11X	0
TCGA-B5-A11Y	1
TCGA-B5-A11Z	0
TCGA-B5-A121	0
TCGA-B5-A1MU	2
TCGA-B5-A1MY	2
TCGA-BG-A0LW	0
TCGA-BG-A0LX	1
TCGA-BG-A0M0	1
TCGA-BG-A0M2	0
TCGA-BG-A0M3	0
TCGA-BG-A0M4	1
TCGA-BG-A0M6	2
TCGA-BG-A0M7	2
TCGA-BG-A0M8	2
TCGA-BG-A0M9	0
TCGA-BG-A0MC	0
TCGA-BG-A0MG	0
TCGA-BG-A0MI	0
TCGA-BG-A0MO	0
TCGA-BG-A0MQ	1
TCGA-BG-A0MS	0
TCGA-BG-A0MT	2
TCGA-BG-A0MU	0
TCGA-BG-A0RY	0
TCGA-BG-A0VT	0
TCGA-BG-A0VV	0
TCGA-BG-A0VW	1
TCGA-BG-A0VX	0
TCGA-BG-A0VZ	1
TCGA-BG-A0W1	0
TCGA-BG-A0W2	0
TCGA-BG-A0YU	2
TCGA-BG-A0YV	2
TCGA-BG-A186	2
TCGA-BG-A187	0
TCGA-BG-A18A	0
TCGA-BG-A18B	2
TCGA-BG-A18C	2
TCGA-BG-A2AE	2
TCGA-BK-A0C9	1
TCGA-BK-A0CA	0
TCGA-BK-A0CB	0
TCGA-BK-A0CC	2
TCGA-BK-A139	2
TCGA-BK-A13C	0
TCGA-BS-A0T9	0
TCGA-BS-A0TA	1
TCGA-BS-A0TC	1
TCGA-BS-A0TD	0
TCGA-BS-A0TE	1
TCGA-BS-A0TG	0
TCGA-BS-A0TI	2
TCGA-BS-A0TJ	1
TCGA-BS-A0U5	0
TCGA-BS-A0U7	0
TCGA-BS-A0U8	1
TCGA-BS-A0U9	2
TCGA-BS-A0UA	2
TCGA-BS-A0UF	1
TCGA-BS-A0UJ	1
TCGA-BS-A0UL	1
TCGA-BS-A0UM	1
TCGA-BS-A0UT	0
TCGA-BS-A0UV	1
TCGA-BS-A0V6	0
TCGA-BS-A0V7	0
TCGA-BS-A0V8	0
TCGA-BS-A0WQ	0
TCGA-D1-A0ZN	0
TCGA-D1-A0ZO	1
TCGA-D1-A0ZP	0
TCGA-D1-A0ZQ	2
TCGA-D1-A0ZR	2
TCGA-D1-A0ZS	1
TCGA-D1-A0ZU	0
TCGA-D1-A0ZV	0
TCGA-D1-A0ZZ	2
TCGA-D1-A101	1
TCGA-D1-A102	0
TCGA-D1-A103	1
TCGA-D1-A15V	2
TCGA-D1-A15W	0
TCGA-D1-A15X	1
TCGA-D1-A15Z	0
TCGA-D1-A160	0
TCGA-D1-A161	0
TCGA-D1-A163	1
TCGA-D1-A165	0
TCGA-D1-A167	1
TCGA-D1-A168	0
TCGA-D1-A169	0
TCGA-D1-A16B	0
TCGA-D1-A16D	0
TCGA-D1-A16E	0
TCGA-D1-A16F	2
TCGA-D1-A16G	2
TCGA-D1-A16I	2
TCGA-D1-A16J	0
TCGA-D1-A16N	0
TCGA-D1-A16O	0
TCGA-D1-A16Q	0
TCGA-D1-A16R	0
TCGA-D1-A16S	2
TCGA-D1-A16X	1
TCGA-D1-A16Y	1
TCGA-D1-A174	1
TCGA-D1-A176	1
TCGA-D1-A177	1
TCGA-D1-A17A	1
TCGA-D1-A17B	0
TCGA-D1-A17C	0
TCGA-D1-A17D	1
TCGA-D1-A17F	1
TCGA-D1-A17H	1
TCGA-D1-A17K	2
TCGA-D1-A17L	2
TCGA-D1-A17M	1
TCGA-D1-A17N	0
TCGA-D1-A17Q	1
TCGA-D1-A17R	0
TCGA-D1-A17S	0
TCGA-D1-A17T	0
TCGA-D1-A17U	1
TCGA-D1-A1NU	2
TCGA-D1-A1NX	2
TCGA-DI-A0WH	1
TCGA-DI-A1NN	2
TCGA-E6-A1LZ	2
TCGA-EO-A1Y5	2
TCGA-EO-A1Y8	2
TCGA-EY-A1GS	2
TCGA-EY-A212	2
TCGA-FI-A2D2	2
TCGA-FI-A2EW	2
TCGA-FI-A2EX	2
TCGA-FI-A2F8	2
